id_lokalu,id_kandydata,ile
12624,1339,9
12624,1340,16
12624,1341,33
12624,1342,7
12624,1343,12
12624,1344,7
12624,1345,2
12624,1346,6
12624,1347,8
12624,1348,2
12624,1349,10
12624,1350,0
12624,1351,0
12624,1352,1
12624,1353,3
12624,1354,2
12624,1355,3
12624,1356,3
12624,1357,3
12624,1358,4
12624,1359,2
12624,1360,1
12624,1361,2
12624,1362,0
12624,1363,0
12624,1364,1
12624,1365,1
12624,1366,2
12624,1367,1
12624,1368,1
12624,1369,2
12624,1370,3
12624,1371,0
12624,1372,0
12624,1373,3
12624,1374,15
12624,2380,59
12624,2381,13
12624,2382,18
12624,2383,5
12624,2384,2
12624,2385,0
12624,2386,0
12624,2387,1
12624,2388,0
12624,2389,3
12624,2390,1
12624,2391,1
12624,2392,3
12624,2393,2
12624,2394,0
12624,2395,0
12624,2396,1
12624,2397,1
12624,2398,1
12624,2399,3
12624,2400,0
12624,2401,0
12624,2402,0
12624,2403,0
12624,2404,0
12624,2405,0
12624,2406,1
12624,2407,2
12624,2408,0
12624,2409,1
12624,2410,2
12624,2411,1
12624,2412,0
12624,2413,0
12624,2414,0
12624,2415,0
12624,2416,4
12624,2417,0
12624,2418,3
12624,3296,260
12624,3297,19
12624,3298,14
12624,3299,9
12624,3300,18
12624,3301,5
12624,3302,7
12624,3303,9
12624,3304,25
12624,3305,4
12624,3306,4
12624,3307,3
12624,3308,4
12624,3309,2
12624,3310,4
12624,3311,1
12624,3312,0
12624,3313,0
12624,3314,4
12624,3315,0
12624,3316,3
12624,3317,0
12624,3318,1
12624,3319,2
12624,3320,0
12624,3321,1
12624,3322,1
12624,3323,0
12624,3324,3
12624,3325,0
12624,3326,1
12624,3327,1
12624,3328,1
12624,3329,0
12624,3330,1
12624,3331,0
12624,3332,1
12624,3333,0
12624,3334,0
12624,3335,1
12624,422,345
12624,423,49
12624,424,29
12624,425,27
12624,426,6
12624,427,4
12624,428,6
12624,429,1
12624,430,2
12624,431,2
12624,432,1
12624,433,0
12624,434,4
12624,435,3
12624,436,0
12624,437,2
12624,438,2
12624,439,1
12624,440,0
12624,441,29
12624,442,0
12624,443,1
12624,444,1
12624,445,1
12624,446,0
12624,447,0
12624,448,2
12624,449,1
12624,450,2
12624,451,1
12624,452,1
12624,453,0
12624,454,0
12624,455,1
12624,456,1
12624,457,0
12624,458,0
12624,459,0
12624,460,1
12624,461,20
12624,4206,66
12624,4207,15
12624,4208,6
12624,4209,4
12624,4210,1
12624,4211,0
12624,4212,2
12624,4213,2
12624,4214,0
12624,4215,1
12624,4216,0
12624,4217,3
12624,4218,1
12624,4219,0
12624,4220,1
12624,4221,1
12624,4222,1
12624,4223,0
12624,4224,0
12624,4225,0
12624,4226,0
12624,4227,0
12624,4228,1
12624,4229,0
12624,4230,0
12624,4231,0
12624,4232,0
12624,4233,0
12624,4234,0
12624,4235,0
12624,4236,0
12624,4237,0
12624,4238,0
12624,4239,0
12624,4240,0
12624,4241,0
12624,4242,0
12624,4243,0
12624,4244,0
12624,4245,1
12624,1335,829
12624,1336,51
12624,1337,50
12624,1338,7
12624,1339,8
12624,1340,18
12624,1341,25
12624,1342,5
12624,1343,9
12624,1344,8
12624,1345,4
12624,1346,3
12624,1347,9
12624,1348,2
12624,1349,7
12624,1350,0
12624,1351,3
12624,1352,2
12624,1353,2
12624,1354,1
12624,1355,0
12624,1356,3
12624,1357,0
12624,1358,0
12624,1359,3
12624,1360,4
12624,1361,1
12624,1362,0
12624,1363,1
12624,1364,2
12624,1365,2
12624,1366,0
12624,1367,0
12624,1368,1
12624,1369,1
12624,1370,2
12624,1371,1
12624,1372,0
12624,1373,5
12624,1374,16
12624,2380,48
12624,2381,4
12624,2382,13
12624,2383,0
12624,2384,0
12624,2385,1
12624,2386,0
12624,2387,0
12624,2388,2
12624,2389,0
12624,2390,0
12624,2391,1
12624,2392,0
12624,2393,0
12624,2394,0
12624,2395,0
12624,2396,2
12624,2397,0
12624,2398,0
12624,2399,0
12624,2400,0
12624,2401,0
12624,2402,0
12624,2403,1
12624,2404,0
12624,2405,0
12624,2406,0
12624,2407,0
12624,2408,0
12624,2409,0
12624,2410,2
12624,2411,0
12624,2412,0
12624,2413,0
12624,2414,0
12624,2415,0
12624,2416,0
12624,2417,0
12624,2418,1
12624,3296,128
12624,3297,18
12624,3298,9
12624,3299,1
12624,3300,15
12624,3301,3
12624,3302,0
12624,3303,3
12624,3304,6
12624,3305,1
12624,3306,0
12624,3307,2
12624,3308,0
12624,3309,0
12624,3310,1
12624,3311,0
12624,3312,0
12624,3313,0
12624,3314,2
12624,3315,2
12624,3316,2
12624,3317,0
12624,3318,1
12624,3319,2
12624,3320,0
12624,3321,1
12624,3322,0
12624,3323,1
12624,3324,0
12624,3325,0
12624,3326,0
12624,3327,1
12624,3328,2
12624,3329,3
12624,3330,0
12624,3331,0
12624,3332,0
12624,3333,0
12624,3334,0
12624,3335,1
12624,422,207
12624,423,11
12624,424,15
12624,425,14
12624,426,3
12624,427,0
12624,428,5
12624,429,1
12624,430,1
12624,431,1
12624,432,0
12624,433,2
12624,434,3
12624,435,1
12624,436,0
12624,437,1
12624,438,0
12624,439,0
12624,440,0
12624,441,16
12624,442,0
12624,443,0
12624,444,1
12624,445,0
12624,446,0
12624,447,0
12624,448,0
12624,449,0
12624,450,1
12624,451,1
12624,452,1
12624,453,0
12624,454,0
12624,455,0
12624,456,0
12624,457,1
12624,458,0
12624,459,0
12624,460,1
12624,461,11
12624,4206,32
12624,4207,8
12624,4208,5
12624,4209,1
12624,4210,0
12624,4211,5
12624,4212,0
12624,4213,0
12624,4214,1
12624,4215,4
12624,4216,0
12624,4217,0
12624,4218,2
12624,4219,0
12624,4220,0
12624,4221,1
12624,4222,1
12624,4223,0
12624,4224,0
12624,4225,0
12624,4226,0
12624,4227,2
12624,4228,0
12624,4229,0
12624,4230,0
12624,4231,1
12624,4232,0
12624,4233,0
12624,4234,0
12624,4235,0
12624,4236,0
12624,4237,0
12624,4238,0
12624,4239,0
12624,4240,0
12624,4241,0
12624,4242,0
12624,4243,0
12624,4244,0
12624,4245,2
12624,1335,419
12624,1336,36
12624,1337,15
12624,1338,3
12624,1339,2
12624,1340,12
12624,1341,10
12624,1342,3
12624,1343,17
12624,1344,1
12624,1345,10
12624,1346,4
12624,1347,4
12624,1348,1
12624,1349,2
12624,1350,0
12624,1351,0
12624,1352,1
12624,1353,1
12624,1354,1
12624,1355,3
12624,1356,4
12624,1357,0
12624,1358,1
12624,1359,0
12624,1360,3
12624,1361,0
12624,1362,0
12624,1363,0
12624,1364,0
12624,1365,0
12624,1366,1
12624,1367,0
12624,1368,0
12624,1369,0
12624,1370,1
12624,1371,0
12624,1372,0
12624,1373,1
12624,1374,9
12625,2380,32
12625,2381,6
12625,2382,13
12625,2383,1
12625,2384,0
12625,2385,0
12625,2386,0
12625,2387,0
12625,2388,0
12625,2389,3
12625,2390,0
12625,2391,0
12625,2392,0
12625,2393,1
12625,2394,0
12625,2395,0
12625,2396,0
12625,2397,0
12625,2398,0
12625,2399,0
12625,2400,0
12625,2401,0
12625,2402,0
12625,2403,0
12625,2404,1
12625,2405,0
12625,2406,0
12625,2407,0
12625,2408,0
12625,2409,0
12625,2410,0
12625,2411,0
12625,2412,1
12625,2413,0
12625,2414,0
12625,2415,2
12625,2416,0
12625,2417,0
12625,2418,0
12625,3296,185
12625,3297,20
12625,3298,5
12625,3299,7
12625,3300,11
12625,3301,9
12625,3302,3
12625,3303,2
12625,3304,16
12625,3305,2
12625,3306,2
12625,3307,4
12625,3308,0
12625,3309,3
12625,3310,1
12625,3311,1
12625,3312,0
12625,3313,0
12625,3314,2
12625,3315,0
12625,3316,1
12625,3317,2
12625,3318,0
12625,3319,0
12625,3320,0
12625,3321,0
12625,3322,2
12625,3323,0
12625,3324,0
12625,3325,1
12625,3326,0
12625,3327,0
12625,3328,0
12625,3329,2
12625,3330,0
12625,3331,1
12625,3332,0
12625,3333,0
12625,3334,0
12625,3335,3
12625,422,142
12625,423,13
12625,424,14
12625,425,25
12625,426,3
12625,427,4
12625,428,6
12625,429,0
12625,430,0
12625,431,0
12625,432,0
12625,433,0
12625,434,4
12625,435,1
12625,436,0
12625,437,0
12625,438,0
12625,439,1
12625,440,0
12625,441,6
12625,442,0
12625,443,0
12625,444,0
12625,445,3
12625,446,0
12625,447,0
12625,448,1
12625,449,0
12625,450,0
12625,451,0
12625,452,2
12625,453,1
12625,454,0
12625,455,0
12625,456,1
12625,457,0
12625,458,0
12625,459,0
12625,460,2
12625,461,5
12625,4206,50
12625,4207,3
12625,4208,3
12625,4209,3
12625,4210,2
12625,4211,0
12625,4212,3
12625,4213,1
12625,4214,0
12625,4215,0
12625,4216,2
12625,4217,1
12625,4218,0
12625,4219,0
12625,4220,1
12625,4221,0
12625,4222,1
12625,4223,0
12625,4224,1
12625,4225,0
12625,4226,0
12625,4227,0
12625,4228,1
12625,4229,0
12625,4230,1
12625,4231,0
12625,4232,0
12625,4233,1
12625,4234,0
12625,4235,0
12625,4236,1
12625,4237,0
12625,4238,0
12625,4239,0
12625,4240,0
12625,4241,0
12625,4242,1
12625,4243,1
12625,4244,0
12625,4245,0
12625,1335,541
12625,1336,26
12625,1337,18
12625,1338,3
12625,1339,5
12625,1340,9
12625,1341,22
12625,1342,1
12625,1343,8
12625,1344,1
12625,1345,23
12625,1346,2
12625,1347,13
12625,1348,2
12625,1349,6
12625,1350,0
12625,1351,1
12625,1352,0
12625,1353,3
12625,1354,0
12625,1355,4
12625,1356,2
12625,1357,0
12625,1358,0
12625,1359,2
12625,1360,2
12625,1361,0
12625,1362,0
12625,1363,1
12625,1364,1
12625,1365,0
12625,1366,0
12625,1367,0
12625,1368,1
12625,1369,0
12625,1370,1
12625,1371,0
12625,1372,2
12625,1373,1
12625,1374,18
12626,2380,43
12626,2381,4
12626,2382,22
12626,2383,1
12626,2384,1
12626,2385,2
12626,2386,0
12626,2387,0
12626,2388,1
12626,2389,1
12626,2390,1
12626,2391,0
12626,2392,3
12626,2393,0
12626,2394,1
12626,2395,1
12626,2396,1
12626,2397,2
12626,2398,0
12626,2399,1
12626,2400,1
12626,2401,1
12626,2402,0
12626,2403,0
12626,2404,0
12626,2405,1
12626,2406,0
12626,2407,1
12626,2408,0
12626,2409,0
12626,2410,1
12626,2411,1
12626,2412,0
12626,2413,1
12626,2414,0
12626,2415,0
12626,2416,1
12626,2417,0
12626,2418,4
12626,3296,186
12626,3297,14
12626,3298,15
12626,3299,8
12626,3300,11
12626,3301,2
12626,3302,4
12626,3303,0
12626,3304,13
12626,3305,2
12626,3306,1
12626,3307,1
12626,3308,1
12626,3309,5
12626,3310,3
12626,3311,1
12626,3312,0
12626,3313,0
12626,3314,1
12626,3315,1
12626,3316,2
12626,3317,1
12626,3318,1
12626,3319,1
12626,3320,1
12626,3321,0
12626,3322,0
12626,3323,0
12626,3324,0
12626,3325,3
12626,3326,0
12626,3327,0
12626,3328,0
12626,3329,0
12626,3330,1
12626,3331,2
12626,3332,1
12626,3333,1
12626,3334,0
12626,3335,0
12626,422,219
12626,423,24
12626,424,16
12626,425,24
12626,426,7
12626,427,6
12626,428,8
12626,429,2
12626,430,1
12626,431,3
12626,432,1
12626,433,1
12626,434,0
12626,435,2
12626,436,0
12626,437,0
12626,438,0
12626,439,1
12626,440,0
12626,441,19
12626,442,0
12626,443,0
12626,444,0
12626,445,0
12626,446,0
12626,447,0
12626,448,1
12626,449,0
12626,450,1
12626,451,0
12626,452,0
12626,453,0
12626,454,0
12626,455,0
12626,456,1
12626,457,0
12626,458,0
12626,459,0
12626,460,2
12626,461,19
12626,4206,88
12626,4207,9
12626,4208,8
12626,4209,2
12626,4210,3
12626,4211,1
12626,4212,2
12626,4213,1
12626,4214,1
12626,4215,0
12626,4216,0
12626,4217,0
12626,4218,2
12626,4219,0
12626,4220,0
12626,4221,0
12626,4222,1
12626,4223,1
12626,4224,0
12626,4225,2
12626,4226,0
12626,4227,0
12626,4228,1
12626,4229,0
12626,4230,0
12626,4231,1
12626,4232,0
12626,4233,3
12626,4234,0
12626,4235,0
12626,4236,1
12626,4237,0
12626,4238,1
12626,4239,2
12626,4240,0
12626,4241,0
12626,4242,0
12626,4243,0
12626,4244,1
12626,4245,4
12626,1335,569
12626,1336,29
12626,1337,33
12626,1338,5
12626,1339,6
12626,1340,8
12626,1341,13
12626,1342,1
12626,1343,12
12626,1344,5
12626,1345,3
12626,1346,3
12626,1347,10
12626,1348,3
12626,1349,3
12626,1350,0
12626,1351,0
12626,1352,4
12626,1353,3
12626,1354,1
12626,1355,3
12626,1356,0
12626,1357,0
12626,1358,2
12626,1359,1
12626,1360,3
12626,1361,0
12626,1362,1
12626,1363,0
12626,1364,0
12626,1365,3
12626,1366,0
12626,1367,0
12626,1368,0
12626,1369,3
12626,1370,3
12626,1371,1
12626,1372,0
12626,1373,11
12626,1374,9
12627,2380,48
12627,2381,6
12627,2382,11
12627,2383,3
12627,2384,2
12627,2385,3
12627,2386,0
12627,2387,0
12627,2388,0
12627,2389,3
12627,2390,0
12627,2391,1
12627,2392,2
12627,2393,0
12627,2394,1
12627,2395,0
12627,2396,2
12627,2397,1
12627,2398,1
12627,2399,1
12627,2400,2
12627,2401,1
12627,2402,0
12627,2403,0
12627,2404,0
12627,2405,1
12627,2406,0
12627,2407,0
12627,2408,3
12627,2409,0
12627,2410,1
12627,2411,1
12627,2412,0
12627,2413,0
12627,2414,0
12627,2415,0
12627,2416,1
12627,2417,0
12627,2418,5
12627,3296,414
12627,3297,47
12627,3298,15
12627,3299,6
12627,3300,43
12627,3301,15
12627,3302,10
12627,3303,11
12627,3304,24
12627,3305,3
12627,3306,1
12627,3307,6
12627,3308,2
12627,3309,5
12627,3310,5
12627,3311,1
12627,3312,2
12627,3313,1
12627,3314,1
12627,3315,0
12627,3316,2
12627,3317,0
12627,3318,5
12627,3319,2
12627,3320,0
12627,3321,0
12627,3322,0
12627,3323,1
12627,3324,5
12627,3325,3
12627,3326,0
12627,3327,7
12627,3328,4
12627,3329,0
12627,3330,1
12627,3331,2
12627,3332,0
12627,3333,0
12627,3334,0
12627,3335,4
12627,422,266
12627,423,26
12627,424,12
12627,425,24
12627,426,10
12627,427,5
12627,428,9
12627,429,1
12627,430,8
12627,431,5
12627,432,1
12627,433,1
12627,434,2
12627,435,6
12627,436,1
12627,437,6
12627,438,0
12627,439,0
12627,440,0
12627,441,29
12627,442,5
12627,443,4
12627,444,3
12627,445,1
12627,446,2
12627,447,1
12627,448,3
12627,449,0
12627,450,0
12627,451,1
12627,452,0
12627,453,0
12627,454,0
12627,455,2
12627,456,2
12627,457,0
12627,458,1
12627,459,0
12627,460,3
12627,461,31
12627,4206,75
12627,4207,16
12627,4208,5
12627,4209,9
12627,4210,0
12627,4211,2
12627,4212,5
12627,4213,3
12627,4214,0
12627,4215,0
12627,4216,0
12627,4217,1
12627,4218,0
12627,4219,0
12627,4220,1
12627,4221,1
12627,4222,1
12627,4223,1
12627,4224,1
12627,4225,2
12627,4226,3
12627,4227,1
12627,4228,2
12627,4229,1
12627,4230,0
12627,4231,0
12627,4232,0
12627,4233,2
12627,4234,1
12627,4235,0
12627,4236,0
12627,4237,0
12627,4238,2
12627,4239,0
12627,4240,0
12627,4241,0
12627,4242,0
12627,4243,0
12627,4244,0
12627,4245,2
12627,1335,733
12627,1336,47
12627,1337,36
12627,1338,11
12627,1339,4
12627,1340,11
12627,1341,33
12627,1342,0
12627,1343,8
12627,1344,5
12627,1345,3
12627,1346,3
12627,1347,8
12627,1348,2
12627,1349,4
12627,1350,0
12627,1351,4
12627,1352,1
12627,1353,7
12627,1354,0
12627,1355,5
12627,1356,2
12627,1357,0
12627,1358,2
12627,1359,3
12627,1360,4
12627,1361,1
12627,1362,0
12627,1363,1
12627,1364,2
12627,1365,2
12627,1366,0
12627,1367,0
